# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
4.426183944843123719e+00 2.699313246291020096e+00 -4.177804197162465760e-01 1.126259462408752918e+09 3.252845421454205166e+01 7.306920564578573973e-01 8.748728205232082500e-01 1.515771177960347327e+00 6.378985446131935966e+00 1.722160604136352066e-02 2.467852802530869916e-01 -1.005823999999999978e+04
3.709278991898091737e-01 1.329670165681257288e+00 -1.250289093319148392e+00 1.126259462411464930e+09 3.389145497594823553e+01 8.825686138353120436e-01 -2.829961929437787571e-01 1.205087192647506633e+00 5.795342791507057889e+00 3.884814364373091466e-01 4.906619859284929580e-02 -1.005790999999999985e+04
5.120898904837751786e+00 2.203739730937653629e+00 -1.127677442102110961e+00 1.126259462409007788e+09 3.198358866253866850e+01 9.271765753367371410e-01 9.434431698600085348e-01 1.914490254694728222e+00 6.509437654365853199e+00 1.590538024124094618e-01 8.531422157476063750e-02 -1.005787999999999920e+04
1.243718282899823446e+00 2.673919097256887589e+00 -8.359540162823163589e-01 1.126259462405012608e+09 3.452283447906041403e+01 8.276388330965581686e-01 9.950736481153186208e-01 1.612276532714662425e+00 6.638153435731768859e+00 1.692995262236577370e-01 3.369690698537176066e-01 -1.005762999999999920e+04
6.480946554547106775e-01 2.684588312962378431e+00 -9.504209395906079161e-01 1.126259462404380083e+09 3.179811822474462701e+01 6.379204692949862476e-01 -7.148743106923424184e-01 2.104299481680416140e-01 6.322336505443931109e+00 1.188812255824836239e-01 5.707350749084512398e-02 -1.005740999999999985e+04
1.047318443040995417e+00 9.856936885214448996e-01 -4.753304732206377059e-01 1.126259462426887512e+09 3.347881247830899554e+01 9.693015894330536675e-01 9.712113752896138763e-01 1.765723652255105913e-01 6.238051829362497358e+00 1.960937275312084893e-01 5.272876167177206752e-02 -1.005720000000000073e+04
6.159565119834478075e+00 2.341050845758346544e+00 -1.159720431136746388e+00 1.126259462407078028e+09 3.460262311617210429e+01 7.805784226637730860e-01 -6.580903797266220989e-01 6.325738499009170290e-02 6.397583368131689596e+00 3.271076238730071251e-01 5.183083747875181363e-02 -1.005679999999999927e+04
3.855183813682129035e+00 1.226547052342339850e+00 -1.008011795266472221e+00 1.126259462414627075e+09 3.436573725905614651e+01 6.737303889971613113e-01 7.630964686777210737e-01 3.761852482051204483e-01 6.024080342356521456e+00 2.062273466424177082e-01 2.546957104679276052e-01 -1.005675000000000000e+04
6.231364733436012493e+00 2.641486554928028418e+00 -9.301524431342166332e-01 1.126259462405416727e+09 3.340855231626004951e+01 8.053546731816034754e-01 8.096881045981531022e-01 7.549262166788411887e-02 6.336951474560150288e+00 2.086324856330370736e-01 1.736190893899253462e-01 -1.005672999999999956e+04
3.038586865791737868e+00 1.006103673632716244e+00 -4.772440727030604624e-01 1.126259462427793264e+09 3.236632268602689777e+01 9.166347751795217436e-01 8.845273509710199766e-01 1.649223391463208621e+00 6.138180772138809971e+00 9.736354191940967476e-03 2.590885966866183221e-01 -1.005654000000000087e+04
4.607903163597141472e+00 8.454723976351165016e-01 -7.228325211434920572e-01 1.126259462422023058e+09 3.453270198718314532e+01 7.523249683734657411e-01 -9.197367968535732352e-01 2.960223414187477697e+00 6.023978541920685714e+00 1.235473876545716554e-01 2.918800295627394514e-01 -1.005637999999999920e+04
