# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
4.273773790280556817e+00 7.116750138600299591e-01 1.461077251125695309e-01 1.128678900449947357e+09 2.554270140803668454e+01 1.687554110090301318e-01 -9.232991895873908783e-01 9.961247909721072658e-01 7.876394134365279243e+00 6.009839684079641975e-01 1.801976956887559322e-01 -1.439661000000000058e+04
5.485860610271853233e+00 4.993107683202785196e+00 -9.961026105119141771e-01 1.128678900417859316e+09 2.859256980185641694e+01 4.078501841628032198e-01 -7.028915138785043482e-01 1.303155995854844873e+00 7.652123404520213334e+00 2.450852528678909015e-01 7.692332234430951932e-01 -1.439556999999999971e+04
2.361601139442986330e+00 4.865033061537974213e+00 -8.953414669232120371e-01 1.128678900417279243e+09 2.474123515331248058e+01 1.710812525145893881e-01 -9.482474955550503903e-01 1.807965294212846130e+00 7.984427307371575466e+00 6.467518922182999841e-01 1.218730694293552741e-01 -1.439545999999999913e+04
1.387422794110724666e+00 4.663896403484480757e+00 -9.468255845723621000e-01 1.128678900418572903e+09 3.199793042660986941e+01 7.163936459383114519e-01 3.551217510429607871e-01 7.425493452162734362e-05 7.595548006316126255e+00 2.010367590567083973e-01 7.585119559564161840e-01 -1.439518000000000029e+04
2.043983867068721150e+00 4.344131679849128069e+00 -6.766549729834082649e-01 1.128678900424338579e+09 2.123506313535586187e+01 5.859360074144358554e-01 -9.628375922878786852e-01 3.128493632283755765e+00 8.353555649214115419e+00 5.833159451760698833e-01 2.025875613304081169e-01 -1.439476000000000022e+04
1.667142852314882795e+00 4.282303763071743319e+00 -7.276774041240511304e-01 1.128678900419903278e+09 2.658304253298889819e+01 7.541227690879230838e-01 -9.277211818675988875e-01 2.382018366585947344e+00 7.924979236619060785e+00 7.714922149560446973e-01 1.746170607546541909e-01 -1.439472999999999956e+04
2.402810026829562240e+00 4.458589022091375753e+00 -7.922101247113545464e-01 1.128678900424170732e+09 2.469232484523251259e+01 7.079518399599031842e-01 -8.374095745012386516e-01 1.279131102173042045e+00 8.106440775475252991e+00 5.222470172191603366e-01 6.878125751518535669e-01 -1.439471999999999935e+04
2.274509418059239341e+00 2.055772703744514818e+00 1.150558611025470634e+00 1.128678900449340343e+09 2.951453799796951927e+01 2.014988814897439862e-01 9.923325687578589127e-01 7.617226111941786115e-01 8.123958334699302952e+00 7.457862617545742978e-01 4.179528771220917260e-01 -1.439455999999999949e+04
6.257902530586940237e+00 2.777849178536120345e-01 -4.683447908453155506e-01 1.128678900439918518e+09 2.507754062770976233e+01 1.722910345715960578e-01 -9.508530288059098279e-01 1.407266206331928338e+00 7.559714982075639078e+00 7.285693147315901452e-01 4.795250561808906964e-01 -1.439437000000000080e+04
3.654094582646939759e+00 2.708461781409124303e+00 -2.286443268668453266e-01 1.128678900429474592e+09 1.650922285747126139e+01 1.776294197280355591e-01 8.575576455342407423e-01 2.056421550133152643e+00 6.191152159678694922e+00 4.212766593958727768e-02 6.566895167781474640e-01 -1.439410000000000036e+04
1.685363842385295241e+00 4.168851834264899026e+00 -5.893950362522122344e-01 1.128678900419996500e+09 2.796963029921627353e+01 5.951643742432234374e-01 9.269710166888305292e-01 1.737972903906872313e+00 8.217405954407885460e+00 6.582953588357757235e-01 7.218278949366687680e-01 -1.439407999999999993e+04
5.877725530823257216e+00 4.643503376602370558e+00 -7.729153494034056715e-01 1.128678900423422337e+09 2.259159863607284890e+01 3.511834458471741471e-01 -5.550908947531989490e-01 1.939126182130850751e+00 7.736070892137108856e+00 5.489704639575004874e-01 5.402717822100020495e-01 -1.439397999999999956e+04
5.618431483251153935e+00 4.026105824272993239e+00 -2.078998422266688795e-01 1.128678900423704863e+09 1.898015228304092261e+01 2.530676012047489154e-01 9.690690700335445884e-01 1.564396763137549939e+00 7.977266912709756852e+00 3.156815758614188172e-01 2.207429961107912897e-01 -1.439396999999999935e+04
4.562801390163278015e+00 4.938148681997847511e+00 -1.061279651197767127e+00 1.128678900427691698e+09 2.117984946878747365e+01 6.868238297703178619e-01 8.899333033774996515e-01 1.328368502230201642e+00 8.074549021309843866e+00 6.067345199675477918e-01 3.463244872577084243e-01 -1.439375000000000000e+04
4.417970797766228586e-01 4.786744884557514901e+00 -9.489714990795099503e-01 1.128678900422969341e+09 2.375529885315109979e+01 4.386843285357452937e-01 8.028757003877595722e-01 4.146143866550133783e-01 8.151528239785967855e+00 5.879211820565238833e-01 6.561228326851010761e-01 -1.439342000000000007e+04
2.125257514533057002e+00 5.428495842770638014e+00 -9.693454836029328225e-01 1.128678900422385216e+09 2.850465912876630270e+01 3.203111720718319066e-01 -5.012632897364213136e-01 1.910228879282028780e-01 7.150981288177777451e+00 6.581401167403168051e-01 5.460058750139341610e-01 -1.439309000000000015e+04
3.115357695086376832e+00 3.860810583320770206e+00 2.002596849438823545e-01 1.128678900430865765e+09 2.173514533058684250e+01 9.283373846050123612e-01 9.095164755583289296e-01 2.250561616148415212e+00 7.713049965501851624e+00 4.615189208295864542e-01 3.214752693601075073e-01 -1.439306999999999971e+04
4.225321059651110822e+00 4.073719160865129751e+00 -1.462290853640622335e-01 1.128678900424896002e+09 2.411231231339774439e+01 2.614278029547273952e-01 6.361179406486375809e-01 2.445355084174097637e+00 7.423321807660068217e+00 7.343692606674810941e-01 3.234007179441398816e-01 -1.439277000000000044e+04
4.757944960627244591e+00 5.403909349312681520e+00 -1.037979777799759029e+00 1.128678900426373005e+09 2.321401365454406829e+01 3.111310255610323372e-01 8.850590884630271660e-01 1.351782551591425685e+00 7.918083255711534818e+00 5.606378463365135900e-01 6.308650202094155945e-01 -1.439277000000000044e+04
1.235260953911588855e+00 5.564776366968743559e+00 -9.603111407017150825e-01 1.128678900430026531e+09 1.978013586875332308e+01 5.644013107868026680e-01 8.468486231001779441e-01 2.939634877877260521e+00 6.984929420332285588e+00 3.328178113228170143e-01 6.921012749353752658e-02 -1.439262000000000080e+04
4.907042229800243405e+00 4.064473510169897885e+00 -5.438498303106895637e-01 1.128678900419016123e+09 2.460273236951831066e+01 2.141747475969650594e-01 9.198850689983874007e-01 1.325055999080240854e+00 7.987694736670164275e+00 7.618888875984901610e-01 4.789808989320222810e-01 -1.439261000000000058e+04
1.734012776790934796e+00 4.298723903845884209e+00 -7.158546385537847279e-01 1.128678900417885303e+09 2.058661950698915533e+01 1.998060444052340290e-01 -6.254027282703375490e-02 8.638054100533723023e-01 6.795719105134474525e+00 4.239155205040996965e-01 7.406724458693915158e-01 -1.439254999999999927e+04
3.950927190284938995e+00 4.153438121534153815e+00 -3.446600693487472111e-01 1.128678900423012733e+09 2.120834328370401423e+01 5.931898697084354577e-01 -8.890387051743476876e-01 1.671497538158337737e-01 8.015655088692717811e+00 5.295727089450659175e-01 9.734153375756303406e-02 -1.439246999999999935e+04
5.973185243691275126e+00 4.437334911252122538e+00 -5.901753808158950454e-01 1.128678900423250437e+09 2.492788268342429703e+01 7.359317109153763470e-01 9.076646946424483942e-02 2.177614214037900453e+00 7.152349227334370951e+00 7.182349044464954035e-01 6.146012424897950854e-01 -1.439235000000000036e+04
2.553853363496950024e+00 4.219100010808866763e+00 -5.252922932302316328e-01 1.128678900423620462e+09 1.907819984890774379e+01 3.792177931143650427e-01 6.829731136583027107e-01 2.149719934127673593e+00 7.739179902747421735e+00 1.515856837348605601e-01 7.486859747980502133e-01 -1.439226000000000022e+04
1.522142803249760812e+00 4.602728349530337049e+00 -9.767888739080059501e-01 1.128678900422621727e+09 2.645070507389945647e+01 4.275884737009241210e-01 9.893621877093139449e-01 2.421446172558988419e+00 8.166220249017696275e+00 7.671666233288738646e-01 5.050065746706081660e-01 -1.439221999999999935e+04
