# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
3.799282702335203155e+00 3.419820725644504567e+00 -1.358433561480657525e-01 1.135136350630461931e+09 9.703627440282694749e+00 2.442507974798084625e-01 9.807215671405707935e-01 2.860569995543667421e+00 6.514463217326577293e+00 4.058420079842210426e-01 3.055326035210170210e-01 -1.433840999999999985e+04
5.796681835131754390e+00 3.897938635448584321e+00 -7.352103589311667076e-01 1.135136350624679565e+09 9.860859921837549891e+00 1.060038661085258155e-01 -5.069294895642166843e-01 2.175646190468023544e+00 5.887541900647096149e+00 6.400346410224748706e-01 5.610211151508197602e-01 -1.433684000000000015e+04
1.924512477616148631e+00 3.631975174333324397e+00 -6.050485739062753110e-01 1.135136350628388882e+09 9.804580985121759795e+00 3.857491568114860825e-01 -6.389702564684255348e-01 1.083130194236929134e+00 6.182055256487740458e+00 3.751106917543521879e-01 2.261886929507852806e-01 -1.433667000000000007e+04
2.018970795046360067e-01 5.639827764039500479e+00 -1.255493853009773675e+00 1.135136350637357473e+09 9.822591529852267911e+00 8.702264835421064104e-01 9.890873144038813125e-01 1.166090534389593758e+00 6.444482636379210483e+00 4.478415138039480992e-01 2.389561222995511755e-02 -1.433650000000000000e+04
3.884573962327980912e+00 4.028729639663882089e+00 -9.647126395234563168e-01 1.135136350627813339e+09 9.689302116580467583e+00 9.343477865616911515e-01 3.916887934640891911e-01 5.986440766332489227e-01 6.054508286307582310e+00 1.731327491484299652e-01 8.203702392042400149e-02 -1.433548999999999978e+04
3.118446311641172919e+00 4.030127104813090888e+00 -9.567645662059143241e-01 1.135136350628945112e+09 9.903272292214802874e+00 2.319329476174568638e-01 -5.708153519334805415e-01 1.964668116354386873e+00 6.183065734445493788e+00 5.281425890234281439e-01 4.908157481417692591e-01 -1.433454999999999927e+04
2.670994548097032073e+00 2.826227961746007544e+00 6.019611101659650965e-01 1.135136350649009466e+09 9.728270547500089904e+00 5.033841032076306066e-01 -9.948834911587884910e-01 2.543757758492207532e+00 6.083235108054997120e+00 2.990274788560067787e-01 1.154365301363527302e-01 -1.433373999999999978e+04
3.601690683848707497e+00 2.857646404109051907e+00 7.911413504559318133e-01 1.135136350649015427e+09 9.825868979579780671e+00 1.204248168022476334e-01 9.980380114933325997e-01 1.741762682509711446e+00 6.021312140849047978e+00 5.876794941336209721e-01 7.726025687924209517e-01 -1.433361000000000058e+04
2.106224952340354228e+00 4.788981308658119218e+00 -1.160713401463272065e+00 1.135136350626904488e+09 9.704759913778135072e+00 1.040768040806589745e-01 -8.022631825399214600e-01 1.763619958358889850e+00 6.361004154257163812e+00 6.159140278757189169e-01 1.514288973640130764e-01 -1.433356999999999971e+04
2.916158704922733325e+00 3.953167912811718754e+00 -9.364588639762377875e-01 1.135136350624019623e+09 9.703777105404356007e+00 1.015921087912686621e-01 -6.198137234858452915e-01 3.988791641542300814e-01 6.128984301754807795e+00 6.004623691048462941e-01 5.096454812401923773e-01 -1.433355999999999949e+04
4.407260098842683327e+00 5.090598397860228275e+00 -1.219097290431047309e+00 1.135136350633816719e+09 9.772027248911342667e+00 8.782834150698360931e-01 9.941134714495063474e-01 6.533159533592100554e-02 6.605507588606394087e+00 9.147519855966752128e-03 4.824356930221920248e-01 -1.433345999999999913e+04
7.670340815642471277e-01 4.960120943480590405e+00 -1.177089837546941409e+00 1.135136350632043123e+09 9.743117563038911300e+00 4.642192429420825550e-01 -7.952797896975412062e-01 2.510328629312441162e+00 6.410926704021029821e+00 7.127112784263520129e-02 7.789820321539808745e-01 -1.433345000000000073e+04
5.946454668223307038e+00 3.866485289361563993e+00 -8.064659824505209240e-01 1.135136350626012325e+09 9.738850326684600489e+00 1.625969140537089908e-01 8.755610818899749459e-01 2.101149094678738186e-02 6.752304635146372469e+00 5.209528575401141115e-01 4.780696302986073842e-01 -1.433339999999999964e+04
5.097054154601082104e-02 4.178223624006573544e+00 -9.552163806789398803e-01 1.135136350628895521e+09 9.716396951189711473e+00 7.221232346136761127e-01 -2.869526992542080213e-01 1.726930213678404380e+00 5.906027638337026708e+00 1.065622276643307109e-01 3.334309458843260909e-01 -1.433337999999999920e+04
2.362720963788779382e+00 4.925591163493111324e+00 -1.263208217017825152e+00 1.135136350634145498e+09 9.802426467234974794e+00 5.696763958177115672e-01 6.391217707058440833e-01 2.418206005918084323e+00 6.068893698789814550e+00 1.981036344338151234e-01 5.237889460526342633e-01 -1.433320000000000073e+04
5.027541161811880599e+00 4.446819997910581357e+00 -1.193519826301518094e+00 1.135136350629640341e+09 9.797321957826108374e+00 3.630249513726253596e-01 5.332909529190517084e-01 1.513133041428731618e+00 6.112744558738185674e+00 2.214283099746850170e-01 7.640063256074736131e-01 -1.433317000000000007e+04
2.312520354785581933e+00 4.015774614048443603e+00 -9.414315997862153784e-01 1.135136350627314091e+09 9.907895605883583201e+00 2.569931548000399801e-01 8.642475273896881305e-01 1.829862199172859860e+00 6.619326830227971747e+00 4.277524754597961665e-01 7.632026997246056377e-01 -1.433317000000000007e+04
5.643098848887773578e+00 4.071515702163081230e+00 -9.972710294301376788e-01 1.135136350626631975e+09 9.896065745032768035e+00 1.358592490716870049e-01 9.532305931024898094e-01 1.946844571125690704e-01 6.634755564631635849e+00 6.098417641191958838e-01 5.667318505036172960e-01 -1.433304999999999927e+04
2.374193999688152701e+00 3.787338438347233271e+00 -6.708084919735937124e-01 1.135136350626524448e+09 9.977641173812484610e+00 1.158188929108793092e-01 -9.297442850453161434e-01 6.656002095460816781e-01 6.641634714171631870e+00 6.802951054544199572e-01 3.217031600042780659e-01 -1.433294000000000051e+04
1.849220301611308015e+00 3.834111456573484400e+00 -8.502939697888051152e-01 1.135136350625645876e+09 9.665428784329341383e+00 2.003217698946544167e-01 5.266998493815436833e-01 6.832236856520175206e-01 6.299690520175097674e+00 4.151206657841699510e-01 5.134835247027912386e-01 -1.433289999999999964e+04
5.572791881874630704e+00 4.220752487288489618e+00 -9.944705956344880304e-01 1.135136350623218060e+09 9.772384918160440748e+00 8.918299947881412615e-02 -6.366922245185623330e-01 2.985200674208169147e+00 5.925309154106312093e+00 6.418614017768442537e-01 6.648824530089199047e-01 -1.433279000000000087e+04
1.890524737739977201e+00 3.921690564287679592e+00 -9.953803746085032600e-01 1.135136350626718283e+09 9.693710984902075722e+00 2.179017922528918849e-01 -9.951575803876092641e-01 2.702571302266664865e+00 6.731246403028363190e+00 4.529195825492466909e-01 2.453154614956144508e-01 -1.433276000000000022e+04
1.902848277023803991e+00 3.717644855010165283e+00 -5.165361567176031121e-01 1.135136350628240347e+09 9.670693722337588838e+00 7.459635933418857778e-01 9.741020940922950899e-01 2.439911528913753791e-01 6.511704397614331619e+00 1.303116442433938649e-01 2.473135111202114655e-01 -1.433264999999999964e+04
1.743923054661521643e+00 3.972158325964947334e+00 -8.889223946953024313e-01 1.135136350627846718e+09 9.656931569666269866e+00 7.430752046222746099e-01 7.780249823846346890e-01 1.926510150422286460e-01 6.536789242460647742e+00 2.471978433660184382e-01 1.214272880349807991e-03 -1.433264999999999964e+04
5.434545858857121381e+00 3.958068290997792005e+00 -8.347320375799117675e-01 1.135136350628778219e+09 9.758383924489583805e+00 6.319673338507465488e-01 -9.666178452949221178e-01 7.638803646267651182e-01 6.635091575314390866e+00 1.589142110988365220e-01 4.139355405875921878e-01 -1.433260000000000036e+04
5.170873985835857667e+00 3.383411643955400727e+00 -4.918846721042043763e-02 1.135136350633431196e+09 9.775637668242737277e+00 9.898800280413119212e-01 8.894128698928047694e-01 3.077603398438384374e+00 6.437452770866337382e+00 2.208411644667012397e-01 1.345861754861386317e-01 -1.433250000000000000e+04
7.843033706993123300e-01 3.540568084333206578e+00 -4.208462859357988139e-01 1.135136350630043983e+09 9.714483127820129127e+00 7.877441367512783010e-01 -6.919469586663367089e-01 2.954871925139672673e+00 6.075860038801796037e+00 1.846475247668679653e-01 2.144119322209847578e-01 -1.433245000000000073e+04
5.011460311645258514e+00 3.440437442711716809e+00 -1.595223521661856270e-01 1.135136350631907463e+09 9.852555497295647058e+00 4.946522686602485286e-01 -8.712690805381151371e-01 1.079073975340509639e+00 6.511819985608720884e+00 1.532245592529081213e-01 7.696982058695187590e-01 -1.433245000000000073e+04
3.324912075201359229e+00 4.200298609295082031e+00 -1.073906514385136290e+00 1.135136350628945351e+09 9.661759161822933706e+00 5.513113155356736961e-01 9.473515499691067543e-01 9.523386848721926423e-01 6.750415987547559560e+00 9.453291793524598585e-02 3.913453714563254193e-01 -1.433242000000000007e+04
2.928330278981466694e+00 3.682861387326140878e+00 -5.734972315898453354e-01 1.135136350628032207e+09 9.914044843028852583e+00 2.725637288954060322e-01 7.035566456258197654e-01 2.111632179857413583e+00 6.372949436946195867e+00 5.131744301926121077e-01 2.862693425005791714e-01 -1.433242000000000007e+04
4.655702961478038304e+00 4.124345476903079621e+00 -1.111307899161083856e+00 1.135136350628144026e+09 9.714569267565600796e+00 3.688715482419278602e-01 7.429932869793300920e-01 2.153368183246328282e+00 6.416257499806151010e+00 2.410024054614470779e-01 4.637355892500880650e-01 -1.433229999999999927e+04
2.398618107652086717e+00 3.874289608381333849e+00 -8.223528390676282385e-01 1.135136350626201630e+09 9.703906817238914684e+00 1.705755728974274743e-01 9.888035132864958499e-01 7.119355907863611499e-01 6.641161037243596077e+00 4.967677436439961181e-01 5.782350699576945807e-01 -1.433227000000000044e+04
3.240340677494890631e+00 3.518928441583399014e+00 -3.082286391150538263e-01 1.135136350629004002e+09 9.949237384358255554e+00 1.255553806294533725e-01 8.708328306695409804e-01 3.011802401393177231e+00 6.549889813828191798e+00 6.301703590384497566e-01 7.897503068684449401e-01 -1.433220000000000073e+04
4.947697442117445554e+00 3.679552781374767267e+00 -5.125711165135434788e-01 1.135136350627066135e+09 9.613972105713438410e+00 3.727664588880463814e-01 6.113501306778691413e-01 2.173710102865377802e+00 6.438468040625646260e+00 3.036343518550141396e-01 6.523132714946255906e-02 -1.433210000000000036e+04
5.634110758183575207e+00 4.467505149761563210e+00 -1.140682101101397894e+00 1.135136350631044388e+09 9.830875682033060059e+00 4.119250245709496494e-01 -9.792173336207284917e-01 7.671378058676737721e-01 6.697504573439343467e+00 3.119688510184767116e-01 5.362391261431186384e-01 -1.433205999999999949e+04
7.826422232019812908e-01 5.078472902473258443e+00 -1.172093876437463100e+00 1.135136350631372213e+09 9.550670001426990297e+00 3.538676283245124066e-01 -6.362892750776771855e-01 4.938101097664688299e-01 5.826808833867819892e+00 1.694762569410210307e-01 4.120941336034606994e-01 -1.433205999999999949e+04
4.988870447169588829e-01 3.882284967562393163e+00 -8.740080243622192491e-01 1.135136350628018141e+09 9.738219289114958599e+00 4.384727054840281135e-01 9.921396908101188794e-01 1.627198535879298635e+00 6.748558608750769849e+00 3.976149571900569613e-01 5.122993208219771277e-02 -1.433194000000000051e+04
5.639652796401387391e+00 4.125125854097094980e+00 -1.034772839043693660e+00 1.135136350627609253e+09 9.860718245368623514e+00 1.825476471791707411e-01 6.422601743291482812e-01 4.188350168884468760e-01 6.407101593900727643e+00 5.207501529990624656e-01 5.428511617568296810e-01 -1.433188999999999942e+04
3.992366843516663266e+00 3.580276156786383446e+00 -4.470124231690896788e-01 1.135136350628890991e+09 9.780105497446758278e+00 8.784826428550438493e-01 8.579907324553420755e-01 1.549863429764354983e+00 6.715257905699392182e+00 2.961741233839489396e-01 1.261533139017832761e-01 -1.433188999999999942e+04
3.950449033224411738e-02 5.370848523992879819e+00 -1.139976263024828684e+00 1.135136350633811235e+09 9.700797715431692225e+00 3.646212529511512201e-01 -2.284557660658712019e-01 2.218106824328563764e+00 5.574930184871906391e+00 3.027737085425740715e-01 1.999123462467671253e-01 -1.433188999999999942e+04
5.725723195530310505e+00 3.523415860430161750e+00 -4.237768648782523351e-01 1.135136350627430439e+09 9.730357734442184992e+00 2.411454030291660666e-01 -9.758763320719335832e-01 3.556243280866813739e-01 6.416103867610854827e+00 4.087634946170751182e-01 3.828947646299702967e-01 -1.433188999999999942e+04
4.857302786064104261e+00 4.156133955827845838e+00 -1.019943379175491049e+00 1.135136350628459215e+09 9.749279866809922979e+00 4.417491053603146423e-01 8.593428414058512654e-01 2.824743321319477030e+00 6.716809495716844047e+00 2.795192988736432405e-01 3.491522085370295514e-01 -1.433185000000000036e+04
3.428249549724403433e+00 3.264760113660149621e+00 2.279069900011647387e-01 1.135136350638166904e+09 9.689958128789879055e+00 3.557024676225883364e-01 9.956897966327424854e-01 1.129661704645530618e+00 6.397023715924219367e+00 3.754373144455932509e-01 1.845836645514427332e-02 -1.433184000000000015e+04
1.567385719106682895e+00 4.635092326911181893e+00 -1.151164333312176602e+00 1.135136350630845308e+09 9.748908789507687800e+00 6.866447512314615143e-01 9.050750026915783675e-01 2.902450516839302441e+00 6.536341156795624663e+00 3.244913084098579037e-01 1.234883254291225738e-02 -1.433176000000000022e+04
5.008018644607234116e+00 3.617188813547925097e+00 -5.431331571229948141e-01 1.135136350629242182e+09 9.735486504230063787e+00 6.953868529252519304e-01 -2.444405282969931703e-01 3.804759871534887372e-01 5.771983173835065095e+00 7.072587188569427752e-02 4.516178860609705303e-01 -1.433172999999999956e+04
5.685603618403535009e+00 3.629458600903252563e+00 -4.440475677105639174e-01 1.135136350629087687e+09 9.917966243724869457e+00 1.850578779744291580e-01 7.506601039451071822e-01 1.815628433999440405e+00 6.382735313801013000e+00 6.064389928821978248e-01 1.291238388513910873e-01 -1.433170000000000073e+04
3.671027124849703505e+00 3.573265693856177982e+00 -5.058807742223108139e-01 1.135136350628800869e+09 9.862822201205299066e+00 5.661190714470635266e-01 -7.426417725251329705e-01 2.706767853808430324e+00 6.294983075539948736e+00 1.752047603729142145e-01 5.720783783397356270e-01 -1.433169000000000051e+04
5.012962978218859611e+00 4.020770395075063064e+00 -8.964506065574111560e-01 1.135136350626499414e+09 9.621351908023047628e+00 4.156180238581929087e-01 -9.529204984522242627e-01 2.299237535317624204e+00 6.631189361226685008e+00 9.130208821330106084e-02 6.074739034485481248e-01 -1.433165999999999985e+04
3.629072432344663035e+00 5.790509085528782407e+00 -1.035912905290032437e+00 1.135136350639817953e+09 9.775573482492230681e+00 7.833784012708954192e-01 -9.850615505742916778e-01 4.975890497357351450e-01 6.193011410248506543e+00 2.897506840918440685e-01 1.366261269340021678e-01 -1.433163999999999942e+04
5.685207817820343124e+00 3.626550894808766579e+00 -3.511405412473276311e-01 1.135136350631090641e+09 9.831153219203187632e+00 3.566416960130903702e-01 5.278202988640399163e-01 3.116944992011140558e-02 5.911261739515654590e+00 4.684745231847610714e-01 1.334516134021994094e-01 -1.433163999999999942e+04
5.617732342577130833e-01 3.854500234737231690e+00 -7.780099807702943737e-01 1.135136350625148773e+09 9.836313038903867323e+00 1.869572494961372344e-01 -8.079660491193547678e-01 1.523844670590250860e+00 6.500001016537275689e+00 5.002967389682914101e-01 6.657770403177164509e-01 -1.433162999999999920e+04
5.965921986778147001e+00 3.752038282433743266e+00 -7.372319847935547843e-01 1.135136350626062393e+09 9.623315715084212130e+00 2.956564462991493336e-01 9.999059514335437715e-01 4.387833025265500120e-01 6.580215963229340659e+00 3.464295926913575907e-01 8.081959166015163787e-02 -1.433157999999999993e+04
2.558166083643011568e+00 4.557257039334229987e+00 -1.214057976414517404e+00 1.135136350630583763e+09 9.670504217584031892e+00 3.610292714751608401e-01 -9.207390977798495246e-01 2.097006269763183717e+00 6.589792635346057637e+00 3.071205040596001190e-01 1.948631563201184969e-01 -1.433151000000000022e+04
5.058642685937911665e+00 4.060946756485983578e+00 -1.029360260670903138e+00 1.135136350628841162e+09 9.818750784414040922e+00 4.703414728272977130e-01 9.993520412234669914e-01 3.441964760784934629e-01 6.344139339919433240e+00 4.068491119674053080e-01 1.130061494574682024e-01 -1.433142000000000007e+04
1.074046252840939797e+00 3.851672658902592250e+00 -8.905775143393968030e-01 1.135136350626521826e+09 9.689923724521042558e+00 4.185320196958656203e-01 -9.147171542840746294e-01 1.354292336392013407e+00 6.725670488046206152e+00 1.628454342462226923e-01 5.246736647154329747e-01 -1.433136000000000058e+04
2.568089715008050167e+00 3.963451847175908149e+00 -9.570576797567692529e-01 1.135136350626915932e+09 9.683245171826039055e+00 1.947893759604883701e-01 -7.060901730937331200e-01 4.363613062330621850e-01 6.581020877153743953e+00 4.179841641093162696e-01 7.573143612955967052e-01 -1.433131999999999971e+04
4.467899903746118895e+00 3.891557663545718526e+00 -9.474302868871476990e-01 1.135136350627558470e+09 9.719648382207163095e+00 7.306390622060610074e-01 9.149409276373791089e-01 2.558168557473703975e-01 6.790723831471434657e+00 2.701132539060102644e-02 4.181891966971930663e-01 -1.433130999999999949e+04
