# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
1.072131550066201866e+00 1.043671017088755093e+00 -1.130873444369168590e+00 1.126259462414347887e+09 3.604798432477578984e+01 9.009516201657749024e-01 -6.284086272106987892e-01 2.633712756082920325e+00 5.852077163313146535e+00 2.215522169103953942e-01 3.509574249694224490e-01 -1.005781999999999971e+04
5.617345140709714135e-01 9.630664275774127869e-01 -6.310727286411519366e-01 1.126259462423602581e+09 3.168150619464147155e+01 8.699287055568172278e-01 8.671468730472606801e-01 5.995392492306820253e-01 6.053341389428970487e+00 4.323019478512168251e-02 3.920983363291620158e-03 -1.005762000000000080e+04
5.018461851862294765e-01 2.652675151921014329e+00 -8.644285575739953931e-01 1.126259462405160427e+09 3.250063110591811721e+01 5.431572284640263648e-01 9.974466269158253073e-01 2.279733770854842856e+00 6.526643340079020028e+00 1.915437852278705499e-01 1.550005687908818652e-01 -1.005677000000000044e+04
2.041526467046289317e-01 9.988607053471885155e-01 -7.889596959689647582e-01 1.126259462420296431e+09 3.129593767866942500e+01 5.777802305685896256e-01 6.172593892757688439e-01 9.314556818858377163e-01 5.580497311076848099e+00 1.643256146270406434e-02 9.493824431407230091e-02 -1.005671999999999935e+04
1.672742695098498045e-01 1.982421861745388370e+00 -1.119927608703771726e+00 1.126259462409644604e+09 3.541184101041446297e+01 9.005760330506090705e-01 8.470644969187766105e-01 4.014570233971739288e-01 6.392131621766342420e+00 1.776785418070931516e-02 6.692724066008030048e-01 -1.005562000000000080e+04
2.733783829705764390e+00 2.127980790469185202e+00 -1.230892520480055152e+00 1.126259462408420801e+09 3.609046705635065422e+01 7.560098180720711269e-01 -4.906561906642975535e-01 3.122022818061124916e+00 6.016928611511322522e+00 4.342202600952864422e-02 7.999337755067600364e-01 -1.005557999999999993e+04
2.809294937815881799e+00 2.522371338171357724e+00 -9.925135244517978572e-01 1.126259462406639576e+09 3.384050670614760747e+01 9.508527792525879319e-01 -8.021574441544252476e-01 2.693743514778632608e+00 6.378536987519684232e+00 2.826354131273772774e-01 1.233481316496050778e-01 -1.005548999999999978e+04
3.621835376104550086e+00 8.932113782921524692e-01 -5.576044170117004928e-01 1.126259462425434351e+09 3.256369398102409463e+01 9.565077029626294358e-01 -6.808933743235107139e-01 1.660273099943766262e+00 5.854175075775167159e+00 2.247423947920312304e-01 1.344077959348455309e-02 -1.005537999999999920e+04
3.155054432685959309e+00 1.998412651542483376e+00 3.430050472109481552e-01 1.126259462427836180e+09 3.231496876552572672e+01 9.491681981690813785e-01 4.307899878822657458e-01 2.337069069951910993e+00 5.479378774120742257e+00 8.340257684353911960e-02 1.310842118062569006e-01 -1.005518000000000029e+04
1.605237853885992161e+00 2.658486806210117681e+00 -7.525639475113999888e-01 1.126259462405889750e+09 3.151232557757994712e+01 8.680484072593199762e-01 -6.326502978981106695e-01 1.074225409881901960e+00 6.042045766681088281e+00 1.074531596934640010e-02 2.083345954294321678e-01 -1.005511000000000058e+04
