# [(2, 2), (3, 3), (3, 2), (3, 1), (4, 4), (4, 3), (4, 2), (4, 1), (5, 5)]
1.533327159391806305e-03 4.249795990951543700e-05 1.190456429287845008e-02 9.908991739649875008e-03 1.138598433410864530e-02 1.017119810811917269e-02 3.776122643446701010e-01 1.245368048545181239e-02 8.460549552745744162e-02 1.017638262703035590e-02 4.249795990951543700e-05 1.182400928443227972e-02 9.571890551933082136e-03 3.673674600069578577e-01 9.882901550188782913e-03 2.280185265884809853e-01 1.221941791561920176e-02 8.428607839207813424e-02 1.023291520887625872e-02
1.400902067330789258e-03 6.555576632002457771e-04 1.504645520413649962e-02 1.226486754970035342e-02 1.426968604966161180e-02 1.085723520980252932e-02 1.600985969487589422e-02 1.277479138130022118e-02 2.622587582722890609e-02 9.905958426111638460e-03 6.555576632002457771e-04 2.511116038732219558e-02 1.226254662015402452e-02 2.358563656757217686e-02 1.082771233612256356e-02 1.754193925031355406e-02 1.274729204987845588e-02 2.675884263365713167e-02 9.903249426125193544e-03
6.752256015827073909e-03 3.511271460654441512e-05 5.153513335905746118e-03 6.474189468982483042e-03 5.260536167133622598e-03 6.758206150454637573e-03 1.092715203607785845e-02 7.449950001835792257e-03 2.184464495372528958e-02 8.366008285481951745e-03 3.511271460654441512e-05 5.140524158057657722e-03 6.112994010461614280e-03 4.669545963919663478e-03 6.407179657393236027e-03 9.350960379475137252e-03 7.201006967947898296e-03 2.207971505534989110e-02 8.452124726250009878e-03
4.106543484427072066e-03 7.738521747313598098e-05 8.812091483736628206e-03 9.891778405688556042e-03 9.044973635049413652e-03 9.633230262726111270e-03 1.470485908648189177e-02 1.082959901264002323e-02 1.233127079988755037e-01 1.153991520240049695e-02 7.738521747313598098e-05 8.615291079547504616e-03 9.543908174022286417e-03 8.785182330007579310e-03 9.264642073313900106e-03 1.434005155017947786e-02 1.060223666458992575e-02 1.234455917983228179e-01 1.084570565606290948e-02
7.757594360896846730e-03 2.012658494443542168e-05 1.447208213935669008e-02 6.738161330642977731e-03 6.144618297206139168e-03 6.040451196561158476e-03 2.419100774899451967e-02 6.773217376926821132e-03 1.952334123283894218e-02 8.179689853302196667e-03 2.012658494443542168e-05 1.933566023536259504e-02 6.738607527265405572e-03 1.349922398660508005e-02 6.075346787991597886e-03 2.398798828779935555e-02 6.799878018168392657e-03 1.779172742137713481e-02 8.205049452973400825e-03
4.218740477365368058e-03 1.141232992232232846e-04 1.182816370177131038e-02 1.134329183906856997e-02 1.199117729605025939e-02 1.018571521022293425e-02 1.342697334542197751e-02 1.228438750599281093e-02 1.675797889242325311e-02 1.056203170902647592e-02 1.141232992232232846e-04 1.160417708298822070e-02 1.176438295899140396e-02 1.000827536543957841e-02 1.047499665951978631e-02 1.273426674144750859e-02 1.274542937545308785e-02 1.733329511823378244e-02 1.058956227225782420e-02
1.156131233068569131e-03 6.930544584859976709e-05 5.942399441546952765e-03 7.706417569658619016e-03 6.118878287543205730e-03 7.348020750212569396e-03 1.681524234912357141e-02 8.297595223712428414e-03 1.759451535436147296e-01 9.364058316822077010e-03 6.930544584859976709e-05 5.954804485893028243e-03 7.712612690607967281e-03 6.617592022902463178e-03 7.644468982660468370e-03 1.732066643316432231e-02 8.297557979061509492e-03 1.762096311850658292e-01 9.363350559644656457e-03
3.332477797982513756e-03 1.714216890621456102e-04 6.881455584316631402e-03 9.684610963165418696e-03 5.755620599152688754e-03 7.374709459061490335e-03 3.418867004517767150e-01 8.173714402772258580e-03 1.393647197658803849e-01 8.524552777032678996e-03 1.714216890621456102e-04 6.442427068964917680e-03 9.690302344565138171e-03 7.611759083685942784e-03 7.360513144987312906e-03 2.159372461072738281e-01 8.472329174397885687e-03 5.409632305096556681e-02 9.562010798634834607e-03
9.382628654552860326e-05 9.429959641649166002e-05 7.317854919837574190e-02 8.302814540879333016e-03 5.169664850401991529e-01 8.384556528923448049e-03 9.998771502942086498e-01 1.015710321397178539e-02 9.975630656497056492e-01 8.732015041444718406e-03 9.429959641649166002e-05 6.617676041654773078e-01 8.793165320375995186e-03 3.223970906731676855e-01 8.386230194547428241e-03 9.959149227101370405e-01 1.016997274514008787e-02 9.729296369917059817e-01 8.751210388409980112e-03
4.667804988869150851e-02 2.822720924920973928e-04 1.103419839685504389e-02 1.629423585232669947e-02 9.884964251686501058e-03 1.288153447267648133e-02 2.522704653071505820e-02 1.354487662833880890e-02 4.633134698260132911e-02 1.821330758638350922e-02 2.822720924920973928e-04 1.112764431338730819e-02 1.629399356189464854e-02 9.921425874304889980e-03 1.289502279931054041e-02 2.537602466705446425e-02 1.334995806136707319e-02 4.322942761124948241e-02 1.746863023653644209e-02
