# [(2, 2), (3, 3), (3, 2), (3, 1), (4, 4), (4, 3), (4, 2), (4, 1), (5, 5)]
1.038536784582766437e-03 7.751329583715049765e-04 5.163814930410959292e-03 1.041221445833373505e-02 3.679502680641655310e-03 7.336390739510978420e-03 2.538118861685166872e-01 7.831782449750024355e-03 5.424758596133227861e-02 9.747994922243097271e-03 7.751329583715049765e-04 4.605791494538657993e-03 1.222690221353051054e-02 3.683608889133438424e-03 7.734973460301164394e-03 5.448509906139573644e-01 7.919173300451110009e-03 4.085814153387153924e-01 1.171142560368476637e-02
2.449943377174190751e-03 1.850090239936985625e-03 5.210641213781008751e-03 1.232992531760546129e-02 7.985080538690181307e-03 7.759945613696417333e-03 8.165702025246213136e-02 7.464353215712704603e-03 1.574867871877949632e-02 9.026608316506923302e-03 1.850090239936985625e-03 1.164411237885065731e-02 1.457725704880930007e-02 8.602773802073304665e-03 8.766023673523304360e-03 9.498440978408358992e-01 8.540366737162519151e-03 3.991848046956703033e-02 1.450515692066456364e-02
2.704146674200602618e-04 7.621463913820569758e-05 8.792308573575713382e-03 6.801494579746214519e-03 1.497729629109134653e-02 4.627734520364690241e-03 3.423641787520159685e-02 5.244323960171604071e-03 2.852902794784040186e-02 9.476841533063051770e-03 7.621463913820569758e-05 8.059617473614166805e-03 6.789434825941076390e-03 1.483003238415681047e-02 6.140702079658888479e-03 9.578571401373844330e-01 5.720641356307454295e-03 2.929804363889021435e-02 8.799173180998098864e-03
2.026168410086626182e-03 4.713746349194192220e-05 1.833545352090459879e-03 2.309366392399758716e-03 8.278998291990746772e-03 4.027492964864598513e-03 9.951644574950051503e-01 3.830933305336903238e-03 9.870800804942305717e-01 6.410491041988208849e-03 4.713746349194192220e-05 2.010194726676184374e-03 2.650082044235890777e-03 7.326889937632530270e-03 4.558601435410425395e-03 9.258334931774043763e-01 3.829371850084584139e-03 8.349874865926875112e-01 8.020726925997423429e-03
1.195699861046395363e-03 9.330335420549840109e-04 7.638695866174138871e-02 1.192806920983047192e-02 1.421159128526040538e-01 7.269990259303082958e-03 9.996575935420418668e-01 7.093338486705680346e-03 9.982823105585734158e-01 1.298418047473992587e-02 9.330335420549840109e-04 8.351898121116163587e-02 1.152842691862343560e-02 1.654169659728920161e-01 7.222494365740073086e-03 9.865375427585444390e-01 7.604053076081584983e-03 7.667779314299262294e-01 1.265816637675554190e-02
2.370658950381354657e-04 1.102413229281395957e-05 9.701807048609523143e-01 6.402606005672883960e-03 8.130674026109119268e-03 5.586393337103756629e-03 2.045756447381918974e-02 5.701416151295601864e-03 1.756118002978934722e-02 3.037522250594826279e-02 1.102413229281395957e-05 7.413887817667930147e-01 5.301081677611008125e-03 1.253322142079238422e-02 5.471163238440213128e-03 9.560777183817066316e-01 5.288690495003467440e-03 8.468829037525327230e-03 2.851323042584053002e-02
3.637888099794484020e-05 3.533743782202503070e-05 2.722361079826374208e-03 2.768915702439422866e-03 1.920451111198684391e-02 5.194727594477699384e-03 9.994805445408184719e-01 4.504556006068916041e-03 9.948659790619974741e-01 7.969416220056313449e-03 3.533743782202503070e-05 3.117341148710539578e-03 2.994207053925168616e-03 1.679688051870986687e-02 4.719621658496264693e-03 9.773879542106688190e-01 4.513659878043863038e-03 8.963261086671593381e-01 7.272533123573565739e-03
2.640607964243923966e-03 2.417334202058030179e-03 3.771595724580967257e-03 8.288630447017109049e-03 2.298301912475042563e-02 5.598621756300325991e-03 6.870866581909074178e-02 5.567720547314469748e-03 1.823023693881842267e-02 6.363322198352783232e-03 2.417334202058030179e-03 1.271635339901622253e-02 1.394132901922029433e-02 2.367312228740126034e-02 1.178286261572414340e-02 9.789323180775753031e-01 7.625072936851440275e-03 2.851258711475568308e-02 2.387978414484925871e-02
4.623021172855956706e-05 4.384057681494635261e-05 2.632052155177477815e-03 2.787428592572083197e-03 1.138774557398525289e-02 4.777187231848945004e-03 9.997642416463434767e-01 4.663353644297041356e-03 9.992709083026583006e-01 7.809429643564680390e-03 4.384057681494635261e-05 3.213351538363662385e-03 3.041265758126465713e-03 1.072559737576639360e-02 4.741313310093531186e-03 9.325836292224631840e-01 4.665393099804848731e-03 9.796559827491450045e-01 7.827100810090859007e-03
2.265522040307499374e-03 1.081278617687253529e-04 3.235041299852414731e-03 6.666570293051621299e-03 1.791769902591811015e-02 4.964501960218359322e-03 2.090285167996103199e-01 5.631433196325419388e-03 4.216960996623098090e-02 6.720440684963691069e-03 1.081278617687253529e-04 4.218869719227802406e-03 7.854694595686106950e-03 1.760045227422957215e-02 5.904565928373850525e-03 8.408673321021928881e-01 5.906023971775864467e-03 6.834502655990805087e-01 6.747170202758279167e-03
4.461811122267178575e-04 1.069993854651007936e-04 2.909600494574893226e-03 3.575788087225251211e-03 2.264629316950816929e-03 4.235069870040963913e-03 8.589706612993965873e-01 4.811043458683439411e-03 1.212027663901382724e-01 6.256939962756224993e-03 1.069993854651007936e-04 3.074842961523716056e-03 4.196952334647674476e-03 2.379117594177415640e-03 4.773331134018010680e-03 1.154614747684861165e-01 4.728450267128980755e-03 5.299449306300195728e-01 8.350452603932856377e-03
