# [(2, 2), (2, 1), (3, 3), (3, 2), (3, 1), (4, 4), (4, 3), (4, 2), (4, 1), (5, 5)]
3.724444631441059528e-04 1.855786258132541278e-04 8.826236870423942449e-04 9.656988570169167119e-04 1.822660487769134363e-04 1.161471067672170676e-04 5.093014042711896394e-04 5.025155488157517780e-04 6.666342018968318683e-05 3.441563784070122978e-04 6.671483089541907496e-03
9.909496617661495144e-03 5.628163859479839992e-03 6.372540118481095917e-04 3.900102838326535704e-03 3.352841923823568493e-03 5.517776436624322045e-04 9.297499193137270801e-03 9.085443109653201788e-03 2.541218259385025213e-03 1.530471505818309375e-03 1.907518746865943804e-02
1.613418727331450420e-03 4.597940901640562572e-05 3.104421714242855401e-04 3.353638980768680611e-04 5.747813587841932303e-05 1.085402728489004431e-04 1.850423485381114119e-04 3.188904284979754422e-04 7.706339265345363287e-05 1.474001410315395333e-04 7.496475594985896329e-03
1.537642520194393292e-03 2.037295865831012520e-05 1.044385638804268268e-05 2.081550893417993819e-05 3.261190965475613268e-05 3.704638733115217519e-06 6.550133582017281242e-05 6.268590397595641406e-05 2.245604003503487434e-05 1.365982140810739764e-05 1.364406964169395664e-04
1.157361142156698719e-03 1.996374470422113134e-04 7.404177252823274102e-04 9.670628106098755339e-04 1.835234609952607343e-04 1.144472485840042353e-04 4.744724239900133256e-04 4.935940992641940639e-04 7.175566218864393164e-05 3.262165320635501686e-04 6.771980176526026796e-03
8.966667316057108650e-05 1.909294992830101734e-05 1.076873259168165120e-04 6.189343232643196302e-05 1.980732723362299552e-04 9.089959038699468863e-06 2.742755851776745857e-04 5.128975679347114180e-04 6.032173693870657161e-05 2.247285765308859595e-04 1.311130906498259030e-03
1.479202154518466372e-04 1.961343409406790528e-05 4.872938392352921255e-06 5.355446017984988316e-06 1.880283480959477060e-05 1.462064073587399093e-06 2.077832451896632904e-05 2.965986639391626767e-05 7.776177778362480808e-06 1.101150744398093906e-05 3.647478018631300500e-05
3.347679488336918752e-04 3.899264643125732732e-05 4.777049111726050512e-06 9.341235634785505226e-06 1.407968954036942222e-05 1.396524879071492364e-06 1.723404067344169732e-05 3.337492750588033630e-05 4.259911330573018517e-06 1.719791582566188026e-05 7.705140874236793280e-05
4.710671258933984973e-05 7.272459625340399469e-05 1.087482473993706122e-05 5.589410271988892731e-05 4.006377339405009508e-05 6.067076892213307815e-06 1.533033494167668209e-04 1.146682364020490397e-04 3.035285030539291995e-05 2.355043836743675456e-05 3.303139613580752254e-04
7.902648386267641101e-04 8.926550682786249524e-05 4.027903934943344311e-04 4.541131217283833621e-05 9.054101462346864082e-05 1.613216167484221586e-05 2.102989928611798121e-04 1.607089744808165577e-03 7.150599456506867568e-05 5.719472880413301041e-04 1.409293138788458855e-03
1.421815618303656770e-02 3.016033752835101112e-03 3.600831399507287145e-04 2.328127804954283064e-03 1.590744201990124118e-03 2.880276055666763924e-04 5.259932179286663789e-03 3.844773186997052505e-03 1.288283640552889686e-03 5.462359489570856041e-04 9.767544037633801857e-03
1.228339395883848439e-03 1.499844643434444791e-04 4.797415279539363198e-04 5.508132303322366141e-04 1.896143175653675073e-04 5.649789908568347840e-05 4.400972064401154071e-04 5.126648558801960576e-04 7.892532598641199826e-05 2.900211463765511866e-04 3.715775855968161956e-03
7.930428396759614529e-04 3.775341052347780391e-05 1.770035698067662366e-05 1.182342218322141036e-04 8.632210699044406965e-05 1.494553178460478193e-05 4.403044927523414032e-04 5.475607385401204397e-04 9.037677640155727943e-05 5.527770709534696181e-05 1.431895530555116203e-03
1.478202975645492856e-03 6.708433703961347305e-05 1.002092147337485528e-04 5.258104777305927513e-05 6.889401548670903708e-05 1.430993899287358317e-05 9.739123098084778718e-05 1.362315645652145690e-04 3.871769526342383472e-05 9.842558256900613145e-05 6.219377486460508919e-04
4.252369981553316691e-04 6.353205096520930795e-05 3.965459742426569179e-04 7.916226818849292357e-05 9.768643000862553549e-05 1.231202229068362186e-05 1.403750851473040129e-04 3.621732066120264548e-04 3.091435471647141497e-05 2.341759369818285919e-04 7.309444759501237954e-04
2.386548803791077589e-03 5.180482815614340097e-06 2.616149807566081620e-06 8.055203046475334361e-06 1.973735641069840341e-05 1.368995865225208775e-06 3.812192255625568293e-05 4.630372530856075031e-05 1.026934156544978549e-05 6.062987659816165831e-06 8.142083133366728731e-05
1.638933322632207812e-03 7.365198887443469289e-05 1.383899427032098117e-05 8.087715584803589763e-05 8.296386166195546252e-05 9.813027132543616915e-06 2.680785240762872945e-04 1.649508141652322735e-04 6.021930996114033263e-05 1.152929790471102223e-05 6.284506749558715910e-04
6.185366264390035340e-03 1.156650819665427932e-03 2.027062408710422758e-04 1.339690640766222351e-03 9.933601545992765125e-04 1.522377636334892870e-04 3.221439555769811669e-03 2.448529971830315510e-03 7.922613911457432323e-04 3.470478210704230904e-04 6.036102692761113886e-03
3.341058915488082093e-04 3.229608804048433868e-04 1.947534997282918123e-02 6.567117437358271914e-04 1.230201496982274989e-04 2.831692126908924578e-04 4.019642299529779805e-04 3.163555283848151767e-03 6.826973574081129925e-05 1.680143947344059363e-03 7.357939586220441086e-03
2.157537524009600638e-03 9.398438132979247683e-05 2.241054831808586556e-05 2.465419236619137422e-05 5.018938592127319964e-05 1.838397214470877117e-05 5.797397383866531584e-05 1.675658503253019127e-03 3.353906960135155657e-05 3.221136095690191326e-04 4.698923855088743551e-04
9.196475039796592199e-05 7.222434182663217683e-05 8.107478292496139716e-05 6.498463200588222577e-05 6.916950414070921482e-05 2.026881448402573227e-05 1.622067644679869858e-04 8.650164506995849933e-04 4.587394882349382641e-05 1.013222704592253720e-04 5.199109583708949600e-04
2.676981238314279921e-03 2.792095461334742623e-05 1.590165722775704893e-05 2.622434495047620828e-05 4.099884550679000483e-05 4.539624004262776680e-06 8.360242340688106566e-05 4.969772274798778255e-05 2.780813420422134641e-05 1.573504676655179679e-05 1.517442972954752278e-04
4.731111078348781973e-05 4.873355731094264343e-05 1.616324537523361471e-05 1.303975082350694592e-04 1.245138756967856253e-04 1.583394959236983368e-05 3.600730880171099102e-04 1.439984569041707907e-03 8.363234796671115134e-05 5.271010419195532037e-04 1.457124601183412693e-03
2.219868418570358770e-04 8.572791779937194434e-05 7.497858864002893142e-06 1.897616797563728142e-05 3.323769391705422294e-05 3.635979775928888102e-06 5.006727585965542460e-05 6.385211620596464854e-05 1.361548511036314579e-05 1.743771273521321774e-05 8.419879685295228455e-05
4.148813041804366719e-05 4.216461005923655136e-05 2.891302434693265866e-06 4.521292677472921184e-06 3.547583318552760545e-06 6.070789424494904551e-07 6.400999163824749871e-06 2.928268577206960543e-05 2.967495934202979413e-06 9.351560033898920210e-06 2.214978950754176168e-05
5.386215787099857266e-04 1.451587557763645009e-04 3.978038331301503305e-04 8.484722998680638284e-05 8.053425114751266989e-05 8.381566586224131754e-06 7.154258394836965351e-05 3.485111899798054580e-04 1.977599860869538873e-05 2.266741827360307937e-04 6.260169677800853094e-04
1.949248695970462464e-03 5.304945620965284547e-04 6.087166760493367690e-05 3.744011459345664150e-04 3.675006110699374773e-04 4.704060027738155014e-05 1.122896170345000222e-03 1.134421830938814324e-03 2.648654849722875682e-04 1.315463792136428722e-04 2.550981365218474295e-03
1.195888376261278196e-03 6.611513509524602483e-05 2.323877620551528800e-03 2.793363476756871577e-02 1.050016664280395418e-03 9.124003306477324049e-02 1.573511446865127894e-03 4.758969611326824278e-03 3.674761665805048594e-04 1.172176448164807816e-03 2.918702128940618978e-01
1.640881867435495245e-03 7.320344461003713832e-05 1.237593140784865042e-04 7.674872346108418952e-05 8.286193051587620317e-05 2.758955536874552195e-05 1.631717692168743739e-04 2.025870252713168895e-04 5.525641796377822601e-05 1.084808367194378675e-04 1.232584042562545612e-03
1.742187335898703893e-03 3.741988946870389299e-05 1.944497649669640893e-04 2.567830662426939803e-03 3.466127063626034399e-04 9.823500179573119162e-03 6.225988607329036029e-04 9.423524224716484099e-04 1.051666124264327706e-04 4.899470433764596677e-04 9.142981758783980117e-01
1.138515891435210037e-03 1.600538288080155525e-04 8.426797907969962864e-04 2.218412433835070807e-02 2.291154566473885268e-04 4.356172439700101151e-04 3.228533183083914793e-04 5.681072051758606634e-04 1.258658530005618559e-04 2.939494015702370788e-04 1.182718777282573130e-01
1.091011468710267884e-03 4.410637395242389402e-04 3.568693270572520504e-05 1.634027368416779424e-04 4.997937882800229659e-05 1.733090631372835588e-05 5.834260989981965295e-04 4.226880644897512695e-04 5.353344960090655746e-05 1.294125307749194320e-05 5.124319241049946072e-04
2.584010693542526660e-03 1.625939654625874198e-05 3.098848306903878580e-05 1.909518556553191360e-05 3.619328520110265401e-05 4.253007706567224488e-06 4.683730245835793227e-05 9.107340943899089325e-04 1.415897165324420115e-05 7.548122191863848585e-04 2.191662478077116560e-04
5.121063269952763619e-05 3.107621037290453359e-05 3.492448422126592789e-05 8.581569709908976051e-05 7.120233441582080047e-05 1.320831101614405867e-05 1.967971348209029969e-04 2.183689662974552803e-04 6.453591412636239255e-05 3.473347206750521110e-05 1.089462577956834544e-03
5.747341455610066596e-03 4.775373023005236028e-03 6.489383742062537763e-03 3.539943218561147908e-02 2.305476829772556968e-03 3.114237667521722042e-01 8.483171313980464312e-03 5.275403299231262721e-03 8.155262021011244755e-04 3.814919839678965197e-03 8.556169385259054794e-01
1.368553008718187414e-04 1.696379230989863984e-04 1.121551815753130121e-03 6.397074006914138522e-04 1.352477384879424704e-04 1.977626859872572140e-04 3.184069686559265477e-04 3.892142073023130422e-04 7.197315121787450920e-05 3.877984347587792868e-04 6.648063662879954983e-03
2.230868672971508815e-03 4.781286405020068742e-05 6.701806536368870582e-05 5.326483978674856345e-04 3.044997962656781354e-04 7.052153072262257183e-05 1.488329255788789496e-03 1.428287798558747212e-03 3.704172394056737261e-04 7.446681174327896002e-05 4.798718487483921713e-03
