9.793472804254826913e-01 3.986980759596026047e-05 9.999802865526096207e-01 8.283109641382124799e-03 1.024401723040524459e-02 1.955349668852413014e-02 9.053441988831734122e-03 9.196193674950833286e-01 9.932450837298323343e-03 6.531682210686231560e-01 1.139043331389544278e-02 3.986980759596026047e-05 9.999572853508538195e-01 7.661545529557223233e-03 1.012297056255584415e-02 7.904602512397884695e-03 8.134018525279285150e-03 7.676189542900389018e-01 9.882099507126929083e-03 5.769359180581599134e-01 9.340081405420863625e-03
2.976883647547445833e-04 4.302919484433509467e-05 1.152243769940974882e-02 6.149255957093036074e-03 7.874952183875572054e-03 6.501532430557288578e-03 6.971867726858205216e-03 9.998278512656959549e-01 8.009290167384941483e-03 9.988628824749916646e-01 9.313980016685263763e-03 4.302919484433509467e-05 1.532461975714116686e-02 6.194752438555828356e-03 7.265320181366385910e-03 5.619331369821511935e-03 7.005071123996509108e-03 8.581971857368801970e-01 8.009011860362846846e-03 7.882880892712272880e-01 7.897942177360062210e-03
4.973219869517486735e-03 2.971973523280269092e-05 6.127406144984174352e-01 5.808273395633500868e-03 9.415470780643642179e-03 5.550348003881100389e-03 7.834902316640857123e-03 1.620288565835253936e-01 8.182498646698621592e-03 2.361256174244233952e-01 9.774390932429155576e-03 2.971973523280269092e-05 6.127220427163236893e-01 5.744560166362266962e-03 9.381832588884364554e-03 5.546819440086392383e-03 7.788623614240042237e-03 1.020557089386261440e-01 8.199906665171008413e-03 4.111066205059543677e-02 9.882081389880226219e-03
7.798569352667115151e-01 5.899031381816688402e-03 9.962154136536185423e-01 6.783396235533614149e-01 1.490573626836755317e-02 9.663208116344912391e-03 1.209597031092191077e-02 9.609910544603474936e-01 1.246375301414270886e-02 1.905574695446421440e-02 1.368004059814698081e-02 5.899031381816688402e-03 9.962226057796690348e-01 1.280070010782852208e-02 2.405431886428099908e-02 1.502675639997297363e-02 3.210123721654778439e-02 7.312467996199905063e-01 1.810845920894477157e-02 3.784909188784413292e-02 4.468767600070155943e-02
8.880237300692064295e-01 1.206146140303454573e-04 9.976993831675982083e-01 6.910727897913693241e-03 8.370087956843463850e-03 5.863853278699315830e-03 7.524969357556310356e-03 9.314775097083193289e-01 8.506287091370801079e-03 7.265827805112001769e-02 9.484702578699821807e-03 1.206146140303454573e-04 9.976985378740361732e-01 6.537068439234627881e-03 7.776664347274975242e-03 5.564257447882803298e-03 7.125659397897554648e-03 6.766145333959390218e-01 8.205218457623453254e-03 4.235344499748505687e-02 7.236434216250531293e-03
1.173910166099356722e-03 1.031166506899605650e-04 1.369348029871642058e-02 2.037773074046020927e-01 7.065474191418563699e-03 6.828746790718098758e-03 7.271591287372314305e-03 9.228232583545356027e-01 8.587888269674825992e-03 9.017417212282663463e-02 1.090546423469218595e-02 1.031166506899605650e-04 1.346674840453510047e-02 6.039000733868205018e-03 7.088556345070107234e-03 7.958744835079079039e-03 7.319779727921083001e-03 7.704793892608370331e-01 8.580727742573013295e-03 7.325824207269027166e-02 1.060718256079939970e-02
1.861285760984543458e-04 6.560659599985640966e-05 1.076459666003115601e-02 4.907304507605791954e-03 4.113579962106594934e-03 4.120537302200966145e-03 6.082096704476236404e-03 2.110201716475950118e-01 6.419266820334668111e-03 7.895524974105542215e-01 8.733812038273058853e-03 6.560659599985640966e-05 1.006166902120231299e-02 4.715647609937367868e-03 3.951089713624234001e-03 3.880782492100776082e-03 6.095794947084787196e-03 1.798823886331401001e-01 6.416765481683350814e-03 8.992233270997485040e-02 8.639302331254539169e-03
8.929210706332124659e-05 4.975298647447168321e-05 9.959301350788996032e-01 5.589627050366363648e-03 6.670555291136359699e-03 5.829424265035410002e-03 6.678361357230766515e-03 6.527256798972722596e-01 7.392129520338519555e-03 9.158751748345226318e-01 8.068763980499271682e-03 4.975298647447168321e-05 9.512529776616927002e-01 5.561470460488382450e-03 7.152980988910484506e-03 5.592040312444312988e-03 6.678038794600826833e-03 8.690382907340429286e-01 7.683445741603400769e-03 9.268128950572049884e-01 8.869035532905966690e-03
9.854761677991671354e-01 1.200937022161063794e-05 9.997782670034862651e-01 5.606085122032533619e-03 5.554624266865038074e-03 5.382065562773541423e-03 6.723401494516445531e-03 2.393127133978756316e-02 7.596265581567784864e-03 1.128244844645864831e-02 8.533473369130462061e-03 1.200937022161063794e-05 9.997782664413398246e-01 5.706739285993300825e-03 5.232033335995533996e-03 5.247745616369314803e-03 6.736721701208980839e-03 1.165791854225251001e-02 7.595934992346120573e-03 8.151093830022548836e-03 8.551692861715642913e-03
3.932228841992957413e-04 3.566181073690888326e-04 1.533698633335056627e-02 3.896390526944937260e-02 7.615630049329524809e-03 7.303447804867357895e-03 8.443645625355489237e-03 9.381014762994215328e-01 8.932908858676924524e-03 4.767813592833889391e-01 1.056403818731385114e-01 3.566181073690888326e-04 1.039348735682710245e-02 6.947786167849079320e-03 6.348247243389226746e-03 8.562735023212364460e-03 7.442325400128568802e-03 8.381458176075319289e-01 7.876002577455354370e-03 2.785223134115331067e-01 1.053745278315407763e-01
