0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.276808592233510670e-05 4.399656094380136788e-05 -4.420768398189841447e-05 4.342162303969714169e-05 6.053093519768606089e-05 -9.610158065549531832e-05 9.108241760429376254e-05 -7.389346059204224076e-05 -4.670350716632165167e+00
-4.553302504440870515e-05 8.796008546701701342e-05 -8.836194431837602096e-05 8.677414398185903459e-05 1.209447984522317400e-04 -1.919565518361755676e-04 1.818992449175644340e-04 -1.475329287343931522e-04 -9.340088761981174770e+00
-6.829481605792490971e-05 1.318905532280477497e-04 -1.324627501395619781e-04 1.300576378856777829e-04 1.812405906147848548e-04 -2.875671699651137806e-04 2.724444678214859726e-04 -2.209288492295204283e-04 -1.400921389131072026e+01
-9.105345765721070954e-05 1.757879435981714170e-04 -1.765100729673775581e-04 1.732720464697436657e-04 2.414186078389810237e-04 -3.829326938334208378e-04 3.627200976083700865e-04 -2.940779613651668461e-04 -1.867772586096368315e+01
-1.138089485290558965e-04 2.196522359348285084e-04 -2.205038836073900418e-04 2.164173432523933040e-04 3.014788338920369000e-04 -4.780531474721940550e-04 4.527262876649580181e-04 -3.669802211209315015e-04 -2.334562442568596552e+01
-1.365612873541015824e-04 2.634834093280297076e-04 -2.644441525194618134e-04 2.594935020386623958e-04 3.614212332384818672e-04 -5.729285768337901525e-04 5.424630362006081308e-04 -4.396356484457972355e-04 -2.801290933923661086e+01
-1.593104728355738270e-04 3.072814435600597902e-04 -3.083308511058605907e-04 3.025004993052837310e-04 4.212458001490320433e-04 -6.675589630314883840e-04 6.319305337761882370e-04 -5.120445370027560837e-04 -3.267958035934250205e+01
-1.820565036454767978e-04 3.510463174300813925e-04 -3.521639494036594314e-04 3.454383069283565861e-04 4.809525014464960196e-04 -7.619443317160046756e-04 7.211287155127097618e-04 -5.842067223437128224e-04 -3.734563723829423765e+01
-2.047993784693747927e-04 3.947780104412112979e-04 -3.959434185273565435e-04 3.883069010944404298e-04 5.405413099303658367e-04 -8.560846896346347833e-04 8.100576840250434075e-04 -6.561226101259567869e-04 -4.201107973046131150e+01
-2.275390959886015797e-04 4.384765015771979421e-04 -4.396692286529910263e-04 4.311062532231653660e-04 6.000121883374328084e-04 -9.499801047236608497e-04 8.987175496555164633e-04 -7.277917447229020377e-04 -4.667590758989402389e+01
-2.502756548975087255e-04 4.821417705271944620e-04 -4.833413512897708516e-04 4.738363423296682421e-04 6.593651568985647513e-04 -1.043630557125820989e-03 9.871082588163275235e-04 -7.992147307787213044e-04 -5.134012057260760997e+01
-2.730090538600780741e-04 5.257737959939914191e-04 -5.269597562830542151e-04 5.164971379169963845e-04 7.186001609759218398e-04 -1.137036050989509830e-03 1.075229959609828910e-03 -8.703914373613255229e-04 -5.600371842936144162e+01
-2.957392915620816565e-04 5.693725573759100302e-04 -5.705244145340591932e-04 5.590886167991389018e-04 7.777171709863722315e-04 -1.230196694491225620e-03 1.163082708853459615e-03 -9.413217259130346069e-04 -6.066670091471514326e+01
-3.184663666833965337e-04 6.129380338015743244e-04 -6.140352967243927493e-04 6.016107540416791750e-04 8.367161773289804282e-04 -1.323112414911848571e-03 1.250666634855444577e-03 -1.012006112029897919e-03 -6.532906778229552458e+01
-3.411902778959421023e-04 6.564702043842594436e-04 -6.574923731205317310e-04 6.440635206575691992e-04 8.955971399999175129e-04 -1.415783261216592079e-03 1.337981826174182475e-03 -1.082444463777260850e-03 -6.999081878410251534e+01
-3.639110238765554291e-04 6.999690479531817285e-04 -7.008956142061256202e-04 6.864468934019808200e-04 9.543600850139698395e-04 -1.508209205945645675e-03 1.425028243444601776e-03 -1.152636957072985819e-03 -7.465195367346636601e+01
