# phiref ra dec tc mc q costheta_jn psi logdistance spin1 spin2 logL
4.552162781287635851e-01 6.282481130152234527e+00 -5.857784514014152677e-01 1.186302519751625776e+09 3.205122396081067393e+01 7.157100485797863731e-01 -9.141732269581120951e-01 2.865587235537568223e+00 7.151505634431023495e+00 3.163451986930127524e-01 3.002747565129617047e-01 -1.496617000000000007e+04
5.821904040307281036e+00 1.705791461646473661e-01 -3.398495930166753887e-01 1.186302519751720428e+09 3.395862456644540828e+01 5.983554846188787746e-01 -9.676334098008045892e-01 3.387609988840457054e-01 7.502102557450408327e+00 6.918564445675912111e-02 4.312188787971908965e-01 -1.496204000000000087e+04
3.210964229729522224e+00 1.119249828388772849e+00 1.480944686573417990e-01 1.186302519750083447e+09 3.243955620261928630e+01 6.432324097978607824e-01 8.156218569551896280e-01 8.306319607233410007e-01 7.103503514183474365e+00 5.116756852380134335e-01 1.070285740615154191e-01 -1.496121999999999935e+04
3.033658941635581918e-01 3.967256172422254923e-01 -1.768673493152403964e-01 1.186302519753451586e+09 3.374442169796259350e+01 5.805452820313519169e-01 -6.653635599111042964e-01 5.948647159549879104e-01 7.389350860183158787e+00 3.157452896537695786e-01 3.370766665361773495e-01 -1.496100000000000000e+04
3.010891073586409838e+00 7.021260049731654629e-01 -3.354920468855016047e-02 1.186302519751658916e+09 2.896133553545281103e+01 3.474701366524560742e-01 -9.642889691424484377e-01 5.673312782980479696e-01 7.283528336741373899e+00 1.989062699433710724e-01 2.578462408063925126e-02 -1.496085000000000036e+04
5.641013004507520190e-01 3.471303847593200098e-01 -4.933691156898589170e-01 1.186302519750843763e+09 3.222691363259410480e+01 7.910416042097568878e-01 8.838132914225789172e-01 2.750870917854853825e+00 7.307362839523769971e+00 8.852711635119969724e-02 6.870575150842779255e-01 -1.496073999999999978e+04
4.358847811634624314e+00 5.703017998547540435e-01 -3.925816202176803382e-01 1.186302519750134706e+09 3.204916277300372229e+01 6.894446581057094292e-01 7.601782609752033570e-01 1.216916676325609847e+00 7.227204600270900947e+00 1.187139108014462208e-01 3.020207027440825476e-01 -1.496055999999999949e+04
7.096511127018787501e-01 4.309469435646122171e-01 -1.228345943146210706e-01 1.186302519752492189e+09 3.986573170457133841e+01 5.922106421514681251e-01 -6.730213617102165369e-01 9.760666257336487739e-01 7.430250644439484908e+00 7.832312750271341883e-01 3.742868164507250350e-01 -1.495984000000000015e+04
6.261330173377558594e+00 4.076828984873079875e-01 -3.834869242913476750e-01 1.186302519752554655e+09 3.490305909118394112e+01 8.238509633166466450e-01 -9.315801274221637840e-01 2.399645276570371966e+00 7.635931294885759613e+00 3.716535802864691096e-01 6.657180708957141091e-01 -1.495967000000000007e+04
4.799259185921021853e+00 3.912564675761761035e-01 -2.441265077438100339e-01 1.186302519751295567e+09 3.787893419203141576e+01 7.530900690515697216e-01 -9.016935199014561864e-01 2.502432982058465427e+00 7.587755944300740296e+00 2.881851376684467780e-01 5.040911200815260118e-01 -1.495947999999999956e+04
3.376697472485232776e+00 9.173275173625492496e-01 9.265087383738121463e-02 1.186302519751050234e+09 3.263257009586566681e+01 7.510532219265223519e-01 6.967251486236505365e-01 2.898915227480900914e+00 6.805718911028185936e+00 4.017281143645884955e-01 1.545669245081916776e-02 -1.495929000000000087e+04
4.168882917730916127e+00 7.614359142548051684e-01 -5.065075631397508021e-02 1.186302519751303673e+09 3.040849830152481204e+01 7.675621755325211515e-01 9.355148518607371289e-01 1.694970118710894758e+00 7.015651764663966006e+00 1.591847391822668115e-02 2.019904959926312193e-01 -1.495920000000000073e+04
1.765598279830454365e+00 1.817213066193268944e-01 -3.881365432938205240e-01 1.186302519751819849e+09 3.461481099562772101e+01 8.236969050289835170e-01 -8.613519037941700374e-01 1.923690576524731854e+00 7.448432486980157030e+00 2.667675693677127313e-01 4.442633361539061743e-01 -1.495905999999999949e+04
2.442386567153600918e+00 4.842698716080227062e-01 -2.398188447888521257e-01 1.186302519755280018e+09 3.228241473712473919e+01 7.399905664274541994e-01 -7.426218771548074304e-01 1.686310291053690902e+00 7.264469207670202877e+00 4.361062074785384546e-01 1.627191410986096876e-01 -1.495895000000000073e+04
2.104111035012975250e+00 2.026828087959267610e-01 -3.852480922368484717e-01 1.186302519750283718e+09 3.209171012298104131e+01 4.502278727369928291e-01 -8.729442418774183698e-01 2.759805945442651343e+00 7.544628411180891447e+00 1.979454022330174867e-01 4.851259577628702635e-01 -1.495890999999999985e+04
5.841359738688248093e+00 3.194086217980572351e-01 -3.479350410650559056e-01 1.186302519752074957e+09 3.790138012353200025e+01 7.579714939416908326e-01 -9.989480211368181317e-01 2.791817747791791149e+00 7.812279391829622277e+00 4.174766018166672366e-01 6.785055373332561368e-01 -1.495889999999999964e+04
4.823314523052162350e+00 3.184349188406971343e-01 -2.929886094480280700e-01 1.186302519752081394e+09 3.718181049616096345e+01 8.323686891216088846e-01 -7.774460562984545353e-01 2.295876637640342111e+00 7.423667679913164896e+00 2.593347721463306610e-01 6.157265662699596964e-01 -1.495877000000000044e+04
5.024596970632498660e+00 4.852472390904490340e-01 -2.542757971217606272e-01 1.186302519753052950e+09 3.334392765567211825e+01 6.946845641119305803e-01 -9.113172689794347692e-01 1.449146559889055830e+00 7.054876288901712478e+00 5.326283729430468794e-01 2.165504270537731146e-01 -1.495860000000000036e+04
1.340218317824422245e+00 7.354616285589616886e-01 -1.419094832865639040e-02 1.186302519753266335e+09 3.144084038254440472e+01 9.572524918524801807e-01 -5.844045229098474570e-01 1.483892999642990151e+00 6.799207089365399526e+00 9.727199728241392451e-02 1.317337670881568445e-01 -1.495854000000000087e+04
