-6.849044151570298075e-04 1.061381289097182087e-03 1.539141860093111045e-03 4.114890101964392179e-03 1.990635290707438684e-04
-6.853209726233869996e-04 1.061981128076567617e-03 1.539986554401819507e-03 4.117297424160349870e-03 1.991847248342996056e-04
-6.857379921887259925e-04 1.062581619569783007e-03 1.540832062577112771e-03 4.119707384978397481e-03 1.993060552785237075e-04
-6.861554638206959680e-04 1.063182760444077472e-03 1.541678637858648381e-03 4.122119679317751834e-03 1.994275193624320622e-04
-6.865733973302237366e-04 1.063784482490917789e-03 1.542526021533812720e-03 4.124534471122311315e-03 1.995491176152026621e-04
-6.869918018662236718e-04 1.064386777057225054e-03 1.543374063329936265e-03 4.126952066713248345e-03 1.996708510503794110e-04
-6.874106676832877341e-04 1.064989730772298486e-03 1.544223029126904831e-03 4.129372304522943397e-03 1.997927192785349407e-04
-6.878299901104861563e-04 1.065593361706626769e-03 1.545072993068433674e-03 4.131794930610447475e-03 1.999147220832521703e-04
-6.882497827011150107e-04 1.066197559405341775e-03 1.545923682158498571e-03 4.134220122093444812e-03 2.000368605493793215e-04
-6.886700475141134710e-04 1.066802307498114803e-03 1.546775115403992151e-03 4.136648075054981909e-03 2.001591349155411878e-04
-6.890907694985416590e-04 1.067407752844743828e-03 1.547627506999567099e-03 4.139078597729995736e-03 2.002815443479698189e-04
-6.895119535816038358e-04 1.068013891660674584e-03 1.548480882341325303e-03 4.141511600713996405e-03 2.004040895921794336e-04
-6.899336189772251569e-04 1.068620556306294593e-03 1.549334986101523655e-03 4.143947303574447086e-03 2.005267720180621874e-04
-6.903557552172881473e-04 1.069227787873375550e-03 1.550189802549332106e-03 4.146385685661280185e-03 2.006495904534954871e-04
-6.907783458529970309e-04 1.069835756614330100e-03 1.551045600565170756e-03 4.148826536785795056e-03 2.007725444047036309e-04
-6.912014069579456525e-04 1.070444400210151300e-03 1.551902420862943206e-03 4.151270010012348896e-03 2.008956360430782118e-04
-6.916249551622023197e-04 1.071053544122359128e-03 1.552759971691678419e-03 4.153716285104568431e-03 2.010188659686057888e-04
-6.920489706801111716e-04 1.071663288335311182e-03 1.553618186283935209e-03 4.156165115338139940e-03 2.011422316428422162e-04
-6.924734429275166943e-04 1.072273794180290648e-03 1.554477404806450368e-03 4.158616374615493536e-03 2.012657335630205538e-04
-6.928983980366660786e-04 1.072884931924319041e-03 1.555337660660273619e-03 4.161070418139243936e-03 2.013893753626536446e-04
-6.933238401122334988e-04 1.073496576671459672e-03 1.556198649672954929e-03 4.163527291722803232e-03 2.015131562020317576e-04
-6.937497430760828851e-04 1.074108877547122476e-03 1.557060340407507171e-03 4.165986605523120355e-03 2.016370726409219040e-04
-6.941761116402507710e-04 1.074721919700012381e-03 1.557923023339911938e-03 4.168448393144910669e-03 2.017611265681253465e-04
-6.946029747675886963e-04 1.075335547475134200e-03 1.558786727374350143e-03 4.170913102740612076e-03 2.018853220255722330e-04
-6.950303200446634241e-04 1.075949730292813942e-03 1.559651157623065214e-03 4.173380583069064356e-03 2.020096566887871260e-04
-6.954581231386766996e-04 1.076564617889207154e-03 1.560516315633943751e-03 4.175850439784170066e-03 2.021341275171179041e-04
-6.958864039348066624e-04 1.077180182761233729e-03 1.561382517835555516e-03 4.178322883142685656e-03 2.022587376866649548e-04
-6.963151847285854864e-04 1.077796306568495422e-03 1.562249689150184981e-03 4.180798296411315958e-03 2.023834902098194501e-04
-6.967444424581948747e-04 1.078413076576722248e-03 1.563117540788838775e-03 4.183276423623203018e-03 2.025083819859695817e-04
-6.971741616104456781e-04 1.079030558259558726e-03 1.563986223028473359e-03 4.185756906456969059e-03 2.026334109774123083e-04
-6.976043703106839158e-04 1.079648628147523905e-03 1.564855984930498467e-03 4.188240084979883565e-03 2.027585811514486457e-04
-6.980350782355947137e-04 1.080267292510682332e-03 1.565726622165369928e-03 4.190726279521897468e-03 2.028838943545094526e-04
