-2.194653607449599704e-03 -4.543138621623757194e-03 -1.603430554708346620e-03 -5.610859900222995265e-03 1.472974762113525658e-03
-2.195716151692320497e-03 -4.545161215808486352e-03 -1.604057739370290782e-03 -5.613483972259352729e-03 1.473692702390861156e-03
-2.196779727856548303e-03 -4.547185548352886131e-03 -1.604685173405958872e-03 -5.616109631281663433e-03 1.474411348214043661e-03
-2.197844321104160201e-03 -4.549211753562296817e-03 -1.605313217554419497e-03 -5.618737533098826752e-03 1.475130696708018378e-03
-2.198909972306993792e-03 -4.551239820878612806e-03 -1.605941920045619387e-03 -5.621368701252444852e-03 1.475850756118954245e-03
-2.199976687303850306e-03 -4.553269617601576197e-03 -1.606571115301202177e-03 -5.624002523698484225e-03 1.476571528487239738e-03
-2.201044429716384095e-03 -4.555301240407935194e-03 -1.607200687415915458e-03 -5.626638182659039582e-03 1.477293008658409892e-03
-2.202113211075064445e-03 -4.557334845236300780e-03 -1.607830646817248830e-03 -5.629276280847667936e-03 1.478015199847715257e-03
-2.203183068535464247e-03 -4.559370215013264227e-03 -1.608461164512759150e-03 -5.631917410613049811e-03 1.478738107239860279e-03
-2.204253980541947319e-03 -4.561407235868512183e-03 -1.609092291005763441e-03 -5.634561075059488743e-03 1.479461727127113135e-03
-2.205325916096528664e-03 -4.563446237639733928e-03 -1.609723820588779622e-03 -5.637206923888163530e-03 1.480186058885473843e-03
-2.206398908743974208e-03 -4.565487255740747173e-03 -1.610355829822226505e-03 -5.639855262521319829e-03 1.480911110305053189e-03
-2.207472992178213106e-03 -4.567529900848651611e-03 -1.610988410728775039e-03 -5.642506269616788354e-03 1.481636882797346009e-03
-2.208548124974436463e-03 -4.569574251906257864e-03 -1.611621320241815418e-03 -5.645159961857185334e-03 1.482363367803690279e-03
-2.209624284292856927e-03 -4.571620714694242353e-03 -1.612254657002653918e-03 -5.647816091640952586e-03 1.483090568091533293e-03
-2.210701521604851571e-03 -4.573669137067277492e-03 -1.612888833803169343e-03 -5.650474555976787994e-03 1.483818496429715290e-03
-2.211779851490447684e-03 -4.575719100266035719e-03 -1.613523556110520001e-03 -5.653135600877433851e-03 1.484547150180378890e-03
-2.212859221068525211e-03 -4.577770848314146462e-03 -1.614158235554778026e-03 -5.655799485074859169e-03 1.485276517360564980e-03
-2.213939630993771827e-03 -4.579824779820306987e-03 -1.614793393506315207e-03 -5.658465863170274515e-03 1.486006604823407505e-03
-2.215021142940847704e-03 -4.581880596507209059e-03 -1.615429667321650236e-03 -5.661134399396105556e-03 1.486737427221425248e-03
-2.216103742142004184e-03 -4.583937963794305383e-03 -1.616066462685954424e-03 -5.663805571968044163e-03 1.487468977757721396e-03
-2.217187373604888583e-03 -4.585997210982256482e-03 -1.616703011901800876e-03 -5.666479848397949423e-03 1.488201245012539965e-03
